date,Headline,neg,neu,pos,compound,capital,Sentiment
09/11/2022,"Watch highlights as Leah Burke stars, scoring a hat-trick of tries, to help England beat Papua New Guinea 42-4, maintaining their 100% record so far in the Rugby League World Cup.",0,0.915,0.085,0.4019,POSITIVE,positive
09/11/2022,Caoimhin Kelleher saves three spot-kicks as EFL Cup holders Liverpool need a penalty shootout to beat League One Derby County at Anfield.,0.13,0.87,0,-0.4588,NEGATIVE,negative
09/11/2022,"Robert Page names his 26-man squad for Wales' first World Cup in 64 years, with midfielder Joe Allen included despite being a major injury doubt.",0.093,0.82,0.087,-0.0433,NEGATIVE,negative
09/11/2022,Former India captain Virat Kohli is going under the radar but his record in Adelaide shows England should fear him as much as ever.,0.158,0.842,0,-0.6486,NEGATIVE,negative
09/11/2022,Premier League leaders Arsenal are knocked out of the EFL Cup as Brighton gain a shock away victory.,0.124,0.714,0.162,0.2023,POSITIVE,positive
09/11/2022,India wants to embrace an environment-friendly lifestyle to fight climate change - but what about its economy?,0.103,0.802,0.095,-0.0387,NEGATIVE,negative
09/11/2022,Economic concerns and Joe Biden's disapproval rating failed to deliver the results that Republicans hoped for.,0.166,0.704,0.131,-0.1779,NEGATIVE,negative
09/11/2022,"Harry Kane was replaced after an hour of Tottenham's EFL Cup defeat to Nottingham Forest as he was tired, says Antonio Conte.",0.228,0.772,0,-0.7096,NEGATIVE,negative
09/11/2022,Gavin Williamson's resignation over bullying claims and Matt Hancock's I'm A Celeb debut lead the papers.,0.319,0.681,0,-0.7269,NEGATIVE,negative
09/11/2022,The ex-president says Florida's governor would be making a mistake by challenging him for the Republican nomination.,0.133,0.778,0.089,-0.2023,NEGATIVE,negative
09/11/2022,Championship side Blackburn Rovers reach the last 16 of the EFL Cup as they beat West Ham 10-9 in an epic shootout.,0,0.833,0.167,0.4588,POSITIVE,positive
10/11/2022,Colorado representative Lauren Boebert was adored by the Republican base - but is now fighting for her political life.,0.154,0.757,0.09,-0.3291,NEGATIVE,negative
10/11/2022,Data shared exclusively with the BBC show large numbers of oil and gas lobbyists attending COP27.,0,0.862,0.138,0.34,POSITIVE,positive
10/11/2022,Antonio Guterres apologises after being given a speech intended for an event for young people at COP27.,0,0.893,0.107,0.2023,POSITIVE,positive
10/11/2022,"The measure failed after its sponsor withdrew support, saying that it could actually encourage slavery.",0.323,0.438,0.239,-0.4767,NEGATIVE,negative
10/11/2022,"Indigenous people warn of risks to the Okavango Delta, and an ex-bishop calls on COP to take action.",0.179,0.821,0,-0.3612,NEGATIVE,negative
10/11/2022,The charity says the cost-of-living crisis is putting more young people at risk of having no home.,0.347,0.537,0.116,-0.6808,NEGATIVE,negative
10/11/2022,Three of the last generation of World War Two veterans share recollections of the deadliest war in history.,0.312,0.6,0.088,-0.765,NEGATIVE,negative
10/11/2022,"As world leaders prepare to meet for the G20 summit in Bali, what is likely to be on the agenda?",0.01517171,0.9346913,0.05013693,0.676743269,POSITIVE,positive
10/11/2022,The first ever national walkout by nurses and the results of the US midterms lead the papers.,0.126,0.874,0,-0.3182,NEGATIVE,negative
10/11/2022,Great Britain pull off a huge upset to reach the Billie Jean King Cup semi-finals for the first time in 41 years.,0.096,0.627,0.277,0.5994,POSITIVE,positive
10/11/2022,"John Lewis says the cost-of-living crisis was ""front of mind"" as it joins other big brands launching festive campaigns.",0.17,0.705,0.124,-0.2732,NEGATIVE,negative
10/11/2022,Nurses have voted to strike. How much do they earn at the moment?,0.111,0.889,0,-0.128,NEGATIVE,negative
10/11/2022,Why England's victory over India ranks among their greatest white-ball wins and spoils the India-Pakistan finale the rest of the world was waiting for.,0,0.736,0.264,0.836,POSITIVE,positive
10/11/2022,"Home energy assessors find ""performance gaps"" in some homes - as COP27 focuses on cutting emissions.",0.09,0.783,0.127,0.1531,POSITIVE,positive
10/11/2022,A growing number of older renters are struggling as rents rise and the cost of living increases.,0.149,0.691,0.16,-0.2023,NEGATIVE,negative
10/11/2022,"The Britain's Got Talent judge apologises for making ""disrespectful comments"" about two hopefuls.",0,0.705,0.295,0.5574,POSITIVE,positive
10/11/2022,The studio behind God of War: Ragnarok on its hopes for more accessible blockbuster games in future.,0.15,0.5,0.349,0.6344,POSITIVE,positive
10/11/2022,"A Labour government would ease planning rules for new onshore wind farms, Sir Kier Starmer says.",0,0.848,0.152,0.3612,POSITIVE,positive
10/11/2022,BBC analysis shows delays have doubled in past four years with experts warning lives are at risk.,0.231,0.769,0,-0.5423,NEGATIVE,negative
10/11/2022,Some fellow I'm A Celebrity stars appeared uncomfortable with the ex-health secretary being in the jungle.,0.157,0.843,0,-0.3818,NEGATIVE,negative
10/11/2022,The new order means the Infowars host has to pay $1.44bn after branding the school shooting a hoax.,0.189,0.811,0,-0.3612,NEGATIVE,negative
10/11/2022,Royal College of Nursing want a 17% pay increase and voted to take strike action across the UK.,0.149,0.667,0.185,0.1779,POSITIVE,positive
10/11/2022,An I'm a Celebrity campmate challenges the MP about his behaviour which led to his resignation.,0.133,0.788,0.079,-0.2263,NEGATIVE,negative
10/11/2022,The Grenfell Tower fire public inquiry comes to an end as who is to blame will now be decided.,0.22,0.78,0,-0.5859,NEGATIVE,negative
10/11/2022,Kyiv reports rapid advances of seven kilometres after Moscow said it would leave the key city.,0.074,0.926,0,-0.0516,NEGATIVE,negative
10/11/2022,Manchester United reach the Carabao Cup fourth round with an entertaining victory over Aston Villa at Old Trafford.,0,0.688,0.312,0.7003,POSITIVE,positive
10/11/2022,A blistering partnership between openers Jos Buttler and Alex Hales secures a sensational 10-wicket demolition of India and sends England into the Men's T20 World Cup final.,0,0.913,0.087,0.3182,POSITIVE,positive
10/11/2022,Nitnem Gutkas are issued by the UK Defence Sikh Network at a ceremony in London.,0,0.903,0.097,0.1027,POSITIVE,positive
10/11/2022,Migrant communities around the world lift trade between their new and former countries.,0.006655937,0.63751274,0.35583138,0.999108732,POSITIVE,positive
10/11/2022,"The veteran served at ever major Allied landing: North Africa, Italy, Normandy.",0.04031987,0.8921275,0.06755263,0.998387098,POSITIVE,positive
10/11/2022,Marie’s job on D-Day was to pass messages from the troops on the beaches to the leaders.,0.22143151,0.74213916,0.03642933,0.915066719,POSITIVE,positive
10/11/2022,"Who, when, where - everything you need to know about Saturday's Rugby World Cup final between New Zealand and England.",0.03889909,0.90908456,0.052016307,0.544422567,NEGATIVE,negative
10/11/2022,"Manchester City will host holders Liverpool in the fourth round of the Carabao Cup, plus full draw.",0.014923333,0.8997541,0.08532252,0.999477565,POSITIVE,positive
10/11/2022,Control of Congress remains in the balance as the final results of the 2022 midterms trickle in.,0.038121056,0.92567575,0.036203153,0.986566961,NEGATIVE,negative
10/11/2022,"""I learnt not to believe a word the Russians say,"" one resident tells the BBC's Jeremy Bowen.",0.45908904,0.5102337,0.03067722,0.969674468,NEGATIVE,negative
10/11/2022,"More than a million people in the UK watched the new series on its first day of release, Barb says.",0.002379318,0.22240023,0.77522045,0.994346797,POSITIVE,positive
10/11/2022,"James Maddison, Marcus Rashford and Callum Wilson are included in England's 26-man Fifa World Cup squad for Qatar.",0.00520548,0.922624,0.07217052,0.998529911,POSITIVE,positive
10/11/2022,The BBC is looking to gather first-hand accounts of World War Two. Please get in touch.,0.193,0.693,0.114,-0.3818,NEGATIVE,negative
10/11/2022,"Letitia Wright, Danai Gurira and Lupita Nyong’o talk emotions and filming the Black Panther sequel.",0.013140595,0.92875224,0.058107175,0.978003979,POSITIVE,positive
10/11/2022,"The LA pop trio were dropped by their record label, then one of their biggest fans stepped in.",0.17139105,0.7296363,0.0989727,0.928238988,NEGATIVE,negative
11/11/2022,The inside story of England's recovery at the T20 World Cup in Australia which has led to a place in Sunday's final against Pakistan.,0.004269181,0.80891234,0.18681854,0.99905616,POSITIVE,positive
11/11/2022,The US president also defends his country's climate leadership at the UN summit COP27.,0.015847223,0.5510086,0.43314412,0.852679133,POSITIVE,positive
11/11/2022,The former health secretary was being grilled by campmates about his actions during the pandemic.,0.45460853,0.5300276,0.015363794,0.996495664,NEGATIVE,negative
11/11/2022,"Local elections were also held across the country on Tuesday, some with unusual tiebreaker methods.",0.05616768,0.90015054,0.043681838,0.646329165,POSITIVE,positive
11/11/2022,"Conroy voiced Batman in animated TV shows, feature films and video games for nearly 30 years.",0.010101742,0.7155575,0.2743407,0.996055484,POSITIVE,positive
11/11/2022,"The former chancellor says he told the then PM to ""slow down"" after September's ill-fated mini-budget.",0.3881764,0.5878933,0.023930274,0.999664664,NEGATIVE,negative
11/11/2022,"Sam Bankman-Fried also stepped down as chief executive, capping a tumultuous week for the firm.",0.3154536,0.6560236,0.028522732,0.994160354,NEGATIVE,negative
11/11/2022,"Analysis of key races, issues and exit poll findings in the US midterm elections.",0.08333661,0.8862851,0.030378293,0.979212761,POSITIVE,positive
11/11/2022,"Marjorie Rigby, 102, did not know what happened to her stillborn daughter.",0.43339995,0.55278903,0.013811043,0.997829139,NEGATIVE,negative
11/11/2022,Fans have tracked his progress for 25 years - now the anime hero has won the Pokemon World Championship.,0,0.519,0.481,0.9186,POSITIVE,positive
11/11/2022,Watch highlights as defending champions Australia earn a hard-fought 16-14 win over New Zealand to reach their 15th consecutive Rugby League World Cup final.,0,0.707,0.293,0.8074,POSITIVE,positive
11/11/2022,"Parts of the UK experienced the warmest November night on record, but what's behind the mild weather?",0,0.896,0.104,0.2144,POSITIVE,positive
11/11/2022,"Three days after the US voted, most of America is ready to switch off from politics. That's not an option in Georgia.",0,0.894,0.106,0.3612,POSITIVE,positive
11/11/2022,The TV anchor turned Trump-backed candidate is good at delivering a message. But does she believe in it?,0,0.891,0.109,0.2382,POSITIVE,positive
11/11/2022,"The former home secretary signed a restriction preventing their disclosure ""without consultation"".",0.262,0.738,0,-0.296,NEGATIVE,negative
11/11/2022,Britain's Jack Draper loses in four sets to the USA's Brandon Nakashima in final four of Next Gen ATP Tour Finals.,0.103,0.897,0,-0.3182,NEGATIVE,negative
11/11/2022,Moscow's pullback from Kherson caps a stunning three-month change of fortune for the Ukrainians.,0,0.822,0.178,0.3818,POSITIVE,positive
11/11/2022,Kevin Magnussen causes a sensation at the Sao Paulo Grand Prix by qualifying his Haas car on pole position for Saturday's sprint race.,0,0.875,0.125,0.4588,POSITIVE,positive
11/11/2022,Substitute Jess Park scores on her England debut as they comfortably beat Japan in a friendly in Spain.,0,0.714,0.286,0.7184,POSITIVE,positive
11/11/2022,"There are question marks over some high-profile legislation, including on online safety and renters' reform.",0,0.833,0.167,0.4215,POSITIVE,positive
11/11/2022,The BBC's Steve Rosenberg on the mood in Russia following its army's withdrawal from Kherson.,0,0.927,0.073,0.0258,POSITIVE,positive
11/11/2022,"An official says Ukraine's troops are ""almost fully in control"" after Russia completed its retreat.",0,0.886,0.114,0.2023,POSITIVE,positive
11/11/2022,A mother-of-two who relies on a food bank to feed her family says she feels guilty asking for help.,0.137,0.732,0.132,-0.0258,NEGATIVE,negative
11/11/2022,A number of executives walked out after a turbulent launch of new Twitter features.,0,0.894,0.106,0.0772,POSITIVE,positive
11/11/2022,The makers of smart thermostats says the devices can cut energy bills but the evidence is not conclusive.,0.078,0.752,0.17,0.2144,POSITIVE,positive
11/11/2022,Anti-terrorist officials take over the inquiry after two officers are attacked near a railway station.,0.188,0.812,0,-0.4588,NEGATIVE,negative
11/11/2022,BBC correspondents share what could come up in the economic plan and what it could mean for you.,0,0.885,0.115,0.296,POSITIVE,positive
11/11/2022,"Florida used to be a swing state but no longer. Led by its governor, victory was comprehensive. How?",0.138,0.739,0.123,-0.0772,NEGATIVE,negative
11/11/2022,"Suspect Rajwinder Singh, who fled Australia four years ago, is now believed to be in India.",0.128,0.872,0,-0.296,NEGATIVE,negative
11/11/2022,An interview with ex-chancellor Kwasi Kwarteng and leaked remarks from TV's David Walliams lead the papers.,0.133,0.867,0,-0.3182,NEGATIVE,negative
11/11/2022,Brazil have won football's biggest prize a record five times but still harbour their own stories of World Cup hurt.,0.183,0.637,0.179,-0.2732,NEGATIVE,negative
11/11/2022,"The UK could be set for its longest recession since records began, the Bank of England has warned.",0.234,0.766,0,-0.5994,NEGATIVE,negative
11/11/2022,"From rejuvenated stars to dynamic wingers, BBC Sport looks at why optimism is growing about England's Rugby League World Cup hopes.",0,0.616,0.384,0.8625,POSITIVE,positive
11/11/2022,"Royal honours for arts and sciences are announced, with four of six new members from ethnic minorities.",0,0.833,0.167,0.4939,POSITIVE,positive
11/11/2022,The Federal Trade Commission says developments at Twitter could risk it violating regulatory orders.,0.318,0.682,0,-0.6808,NEGATIVE,negative
11/11/2022,David Smith pleads guilty to collecting intelligence and leaking secret documents while in Berlin.,0.156,0.67,0.173,0.0772,POSITIVE,positive
11/11/2022,Two councils fail to block asylum seekers being relocated to large hotels in their areas.,0.33,0.67,0,-0.7506,NEGATIVE,negative
11/11/2022,It comes after the Bank of England warned the UK is facing a two-year financial slump.,0.13,0.87,0,-0.2732,NEGATIVE,negative
12/11/2022,"Fans packed into an Atlanta stadium in a ""celebration of life"" ceremony for the 28-year-old musician.",0.005812952,0.58027416,0.41391286,0.999591053,POSITIVE,positive
12/11/2022,Jeremy Hunt will reveal on Thursday how he will plug an estimated £55bn gap between revenue and spending.,0.074801244,0.833488,0.09171085,0.989082694,NEGATIVE,negative
12/11/2022,"This year's event was particularly poignant for the royals, as it also paid tribute to Queen Elizabeth II.",0.001253467,0.07390822,0.9248383,0.99960345,POSITIVE,positive
12/11/2022,Host and Indonesian president Joko Widodo wants to play dealmaker at the G20. Can he pull it off?,0,0.876,0.124,0.34,POSITIVE,positive
12/11/2022,Arsenal move five points clear at the top of the Premier League as Martin Odegaard's second-half double proves enough to beat Wolves at Molineux.,0,0.833,0.167,0.5267,POSITIVE,positive
12/11/2022,"Extra dates are being added to his comeback tour, with some resale sites pricing tickets at £1,100.",0.006748263,0.8711997,0.12205192,0.960758567,POSITIVE,positive
12/11/2022,The star says she did not get the recognition she deserved in the 1970s due to music industry sexism.,0.8589549,0.13588865,0.005156448,0.999791086,NEGATIVE,negative
12/11/2022,"Blue tick accounts impersonating major brands, politicians and celebrities have appeared on the platform.",0.61407715,0.37288386,0.013038987,0.974510729,NEGATIVE,negative
12/11/2022,Experts are using diggers and a purpose-built scanner to remove radioactive particles from the Fife coastline.,0.07065424,0.8658611,0.06348464,0.994984865,NEGATIVE,negative
12/11/2022,The African migrants living in squalor and picking produce for gangmasters in Italy.,0.74687076,0.24605028,0.007078996,0.986109316,NEGATIVE,negative
12/11/2022,England captain Jos Buttler says he has been dreaming about lifting the T20 World Cup trophy before Sunday's final against Pakistan in Melbourne.,0.036282215,0.7949333,0.16878445,0.987206697,POSITIVE,positive
12/11/2022,"More than 100 migrants came ashore on Saturday, say eyewitnesses, meaning the 40,000 mark is surpassed.",0.16608389,0.7756819,0.058234233,0.990627527,POSITIVE,positive
12/11/2022,The BBC's analysis editor looks at whether the UN's target to limit global warming can still be reached.,0,0.842,0.158,0.25,POSITIVE,positive
12/11/2022,Changes to our planet's shine is just one of the stranger side effects of rising temperatures.,0.43335024,0.4961231,0.070526645,0.88705653,NEGATIVE,negative
12/11/2022,"Pakistan batter Shan Masood has lived, been educated and played in England. On Sunday he will try to end their T20 World Cup dream.",0,0.833,0.167,0.5267,POSITIVE,positive
12/11/2022,George Russell catches and passes Max Verstappen to take Mercedes' first win of 2022 in a thrilling sprint race at the Sao Paulo Grand Prix.,0,0.68,0.32,0.872,POSITIVE,positive
12/11/2022,England coach Eddie Jones says New Zealand are vulnerable as he prepares to face the three-time world champions for the first time since 2019,0.07,0.806,0.125,0.3612,POSITIVE,positive
12/11/2022,Google engineer develops technology to help identify Holocaust victims in archive photos.,0.153,0.667,0.18,0.1027,POSITIVE,positive
12/11/2022,"How the BBC uncovered gas flaring in an Iraqi oil field, where locals are showing a high rate of cancer.",0.196,0.804,0,-0.6597,NEGATIVE,negative
12/11/2022,"The impact of the ""disastrous"" mini-budget and the spending cut plus tax rises plans to fix it lead the Sunday papers.",0.095,0.905,0,-0.2732,NEGATIVE,negative
12/11/2022,"Mehran Karimi Nasseri, who inspired a Hollywood film, died in Charles de Gaulle airport on Saturday.",0.182,0.657,0.162,-0.1027,NEGATIVE,negative
12/11/2022,A local project is undertaking work to dignify the ceremonies of those who die alone.,0.299,0.558,0.142,-0.4767,NEGATIVE,negative
12/11/2022,Footage shows the two planes colliding at a commemorative air show near Dallas in Texas.,0.103,0.897,0,-0.128,NEGATIVE,negative
12/11/2022,The monarch will use part of his private income to fund the single payment on top of his staffs' salaries.,0,0.913,0.087,0.2023,POSITIVE,positive
12/11/2022,A newspaper reports allegations Dominic Raab mistreated staff during a past stint as justice secretary.,0,0.779,0.221,0.5267,POSITIVE,positive
12/11/2022,"Another Rugby League World Cup, another gut-wrenching failure for England - but where did it all go wrong for Shaun Wane's side?",0.249,0.751,0,-0.743,NEGATIVE,negative
12/11/2022,The guitarist left before the punk pioneers found fame but went on to join Public Image Limited.,0.111,0.664,0.225,0.34,POSITIVE,positive
12/11/2022,Jubilant scenes are continuing after Ukraine took back the city of Kherson from Russia.,0,0.765,0.235,0.6124,POSITIVE,positive
12/11/2022,"Despite defeat by New Zealand, England can take pride after featuring in a game-changing Rugby World Cup final.",0,0.755,0.245,0.5967,POSITIVE,positive
12/11/2022,Matt Hancock's Covid grilling on I'm a Celebrity and civil servants avoiding the justice secretary are among Saturday's front page stories.,0.101,0.756,0.143,0.25,POSITIVE,positive
13/11/2022,Mahendran and Deepa tied the knot at the Institute of Mental Health in Chennai city last month.,0.008033948,0.9375603,0.054405708,0.990823627,POSITIVE,positive
13/11/2022,"Ukraine moves quickly to maintain order in Kherson, facing Russian troops across the Dnipro river.",0.13173436,0.82541496,0.04285066,0.997861207,POSITIVE,positive
13/11/2022,The blast happened in a busy shopping area in the heart of the Turkish city.,0.7728701,0.22058508,0.006544749,0.972384691,POSITIVE,positive
13/11/2022,Donald Trump and Mitch McConnell get heat from colleagues after the Democrats keep control of the Senate.,0.048150897,0.86075366,0.09109544,0.975573599,POSITIVE,positive
13/11/2022,The home secretary will finalise a deal with the French to try to curb Channel crossings in small boats.,0.031787906,0.9076009,0.060611237,0.963947117,POSITIVE,positive
13/11/2022,"Gwent Police is investigated after ""abhorrent"" messages between serving and retired officers emerged.",0.7510941,0.24200234,0.006903528,0.990377128,NEGATIVE,negative
13/11/2022,The BBC's Jeremy Bowen reports from the city newly liberated from Russian control.,0.059697147,0.86496884,0.075333975,0.983895898,POSITIVE,positive
13/11/2022,The UK's singles chart turns 70 this week - but the countdown has not always gone smoothly.,0.3568225,0.5823729,0.06080461,0.999533534,NEGATIVE,negative
13/11/2022,"The hosts of the podcast, downloaded more than 430m times, hint there's something else to come.",0.008919082,0.38852274,0.60255814,0.985703647,POSITIVE,positive
13/11/2022,Investigations will begin after a construction worker died at the Hinkley Point C nuclear power station site.,0.205,0.795,0,-0.5574,NEGATIVE,negative
13/11/2022,Unified champion Natasha Jonas outclasses Marie-Eve Dicaire in Manchester to add the IBF title to her WBC and WBO light-middleweight belts.,0,0.745,0.255,0.7579,POSITIVE,positive
13/11/2022,The chancellor also tells the BBC he wants to make sure any recession is as short and shallow as possible.,0.121,0.779,0.1,-0.128,NEGATIVE,negative
13/11/2022,George Russell takes a maiden grand prix victory - and a first for Mercedes in 2022 - as Max Verstappen was penalised for a collision with Lewis Hamilton in Sao Paulo.,0.085,0.814,0.102,0.128,POSITIVE,positive
13/11/2022,Homeowners are worried about rising mortgage costs - but lenders must help those struggling.,0.281,0.531,0.188,-0.1901,NEGATIVE,negative
13/11/2022,"The UK could be set for its longest recession since records began, the Bank of England has warned.",0.234,0.766,0,-0.5994,NEGATIVE,negative
13/11/2022,BBC Analysis Editor Ros Atkins looks at the years of corruption allegations around Fifa awarding the 2022 World Cup to Qatar.,0,0.873,0.127,0.4404,POSITIVE,positive
13/11/2022,"In becoming double world champions by winning the 2022 T20 World Cup, England have secured their legacy as an all-time great side.",0,0.57,0.43,0.9274,POSITIVE,positive
13/11/2022,Manchester United snatch a dramatic winner through Alejandro Garnacho as they beat Fulham in a thrilling final Premier League match before the World Cup.,0,0.662,0.338,0.8658,POSITIVE,positive
13/11/2022,Why have some people never had Covid and can that lead to better vaccines?,0,0.818,0.182,0.4404,POSITIVE,positive
13/11/2022,"Match of the Day's Alan Shearer tells fellow pundit Ian Wright and Gary Lineker how a ""magnificent"" Brentford outperformed Manchester City during their dramatic 2-1 win.",0,0.863,0.137,0.5859,POSITIVE,positive
13/11/2022,Judge Shirley Ballas says the sportsman has become one of the nation's favourite entertainers.,0,0.867,0.133,0.25,POSITIVE,positive
13/11/2022,Thousands of veterans march past the Cenotaph in a ceremony to remember the nation's war dead.,0.387,0.613,0,-0.8481,NEGATIVE,negative
13/11/2022,A pet owner tells of his struggle to afford to keep his cats well fed.,0.14,0.732,0.128,-0.0516,NEGATIVE,negative
13/11/2022,Brian Hough was only 18 when he fought in the Korean War but 70 years on he's trying to keep the memory of fallen soldiers alive.,0.224,0.672,0.104,-0.4497,NEGATIVE,negative
13/11/2022,"Cristiano Ronaldo says he feels ""betrayed"" by Manchester United and that he is being forced out of the club.",0.132,0.746,0.123,-0.0516,NEGATIVE,negative
13/11/2022,"As the Premier League takes its World Cup break, BBC Sport looks at the state of play and who could come out flying on Boxing Day.",0,0.912,0.088,0.34,POSITIVE,positive
13/11/2022,"A woman is in a stable condition in hospital after being injured in a Manchester hotel, police say.",0.151,0.726,0.123,-0.128,NEGATIVE,negative
13/11/2022,Chancellor Jeremy Hunt's key message this week will be about restoring stability and controlling price rises.,0,0.872,0.128,0.296,POSITIVE,positive
13/11/2022,Scotland fail to end a 117-year wait for a first ever win against New Zealand as the beleaguered All Blacks fight back to win a thriller at Murrayfield.,0.174,0.57,0.256,0.4404,POSITIVE,positive
13/11/2022,Neil Robertson and John Higgins are beaten on another day of shocks in the UK Championship first round.,0.232,0.644,0.124,-0.3612,NEGATIVE,negative
13/11/2022,Reg and Huguette reunite almost 80 years after a brief encounter when they shared a jam sandwich.,0,0.854,0.146,0.34,POSITIVE,positive
13/11/2022,"Watch highlights as Ben Stokes, Sam Curran and Adil Rashid star in helping England claim their second T20 World Cup title with a five-wicket victory over Pakistan in the final.",0,0.927,0.073,0.296,POSITIVE,positive
13/11/2022,Swiss migrant workers' children want an apology for a policy they say tore whole families apart.,0,0.839,0.161,0.128,POSITIVE,positive
13/11/2022,"As the wildlife frontline becomes more dangerous, southern African nations want an end to the ivory ban.",0.314,0.628,0.058,-0.7713,NEGATIVE,negative
13/11/2022,England centre Tara-Jane Stanley says they are no longer starstruck by facing the southern hemisphere giants at the Rugby League World Cup.,0.095,0.905,0,-0.296,NEGATIVE,negative
14/11/2022,A mother-of-three says she can't see any option than selling her house due to mortgage rates rising.,0.60677433,0.37404895,0.019176697,0.9988392,NEGATIVE,negative
14/11/2022,The young authors connecting with their followers via weekly digital updates.,0.002047747,0.3474364,0.6505159,0.950246096,POSITIVE,positive
14/11/2022,"England's women's players need to turn professional if they are to close the gap on New Zealand and Australia, says departing head coach Craig Richards.",0.06710557,0.83368105,0.09921336,0.952364683,NEGATIVE,negative
14/11/2022,"England all-rounder Sam Curran could become ""one of the white-ball greats"", according to coach Matthew Mott.",0.003319272,0.30150315,0.6951776,0.999266922,POSITIVE,positive
14/11/2022,"Watch the BBC's Stephanie Hegarty explain the past, present and future of global population.",0.0309459,0.86219543,0.10685863,0.997804701,POSITIVE,positive
14/11/2022,Ukraine tells UN climate summit it will use evidence of environmental crimes to sue Russia.,0.58828706,0.4037512,0.007961687,0.980805755,NEGATIVE,negative
14/11/2022,"The BBC's Stephanie Hegarty explains the past, present and future of global population.",0.027806338,0.83191514,0.14027852,0.996326506,POSITIVE,positive
14/11/2022,"The UK will pay France £8m more a year to increase patrols, with greater co-operation also promised.",0.067,0.572,0.361,0.7322,POSITIVE,positive
14/11/2022,"Six-year-old Cohen survives off the machines in his home and his mum's energy bills could rise to more than £3,000 a year.",0,0.905,0.095,0.2732,POSITIVE,positive
14/11/2022,The mum of an 18-year-old backs new findings which suggests on-site drug testing makes events safer.,0.067,0.778,0.156,0.3818,POSITIVE,positive
14/11/2022,"Russian activist Vladimir Kara-Murza, charged with treason, writes to the BBC from his jail cell.",0.266,0.734,0,-0.5719,NEGATIVE,negative
14/11/2022,With the UK facing a cost-of-living crisis the government is set to unveil tax and spending plans.,0.215,0.785,0,-0.6249,NEGATIVE,negative
14/11/2022,"Josh Pesticcio, 24, says he was ""brutally attacked"" by club doorman on the Spanish island of Majorca.",0.318,0.682,0,-0.7906,NEGATIVE,negative
14/11/2022,"After saying that he feels betrayed by Manchester United, what comes next for Cristiano Ronaldo?",0.202,0.657,0.141,-0.296,NEGATIVE,negative
14/11/2022,Since Russia's retreat from the region memes of the fruit have been widely shared online.,0,0.756,0.244,0.4939,POSITIVE,positive
14/11/2022,George Eustice helped negotiate the free trade agreement with Australia while environment secretary.,0,0.629,0.371,0.7579,POSITIVE,positive
14/11/2022,Samuel from Bristol struggles to feed and bathe his two young sons amid the cost of living crisis.,0.292,0.708,0,-0.765,NEGATIVE,negative
14/11/2022,"The Grammy-winning musician, 85, is known for hits such as ""Killing Me Softly with His Song"".",0.227,0.773,0,-0.6597,NEGATIVE,negative
14/11/2022,"Locals are returning to Istiklal Street, the busy thoroughfare where six were killed on Sunday.",0.243,0.757,0,-0.6705,NEGATIVE,negative
14/11/2022,Mr Cleverly says LGBT fans travelling to the Middle Eastern nation should respect its laws.,0,0.67,0.33,0.7506,POSITIVE,positive
14/11/2022,"The King requests extra stand-ins, as Prince Andrew and Prince Harry are no longer working royals.",0.128,0.872,0,-0.296,NEGATIVE,negative
14/11/2022,"The TV host, 72, is stable and receiving treatment being injured in a fire at his California garage.",0.239,0.657,0.103,-0.4404,NEGATIVE,negative
14/11/2022,Government plans to hike taxes while cutting spending and problems facing the health service lead the front pages.,0.208,0.792,0,-0.4939,NEGATIVE,negative
14/11/2022,"Manchester United forward Cristiano Ronaldo says the club's owners, the Glazer family, ""don't care about the club"" on the sporting side.",0.108,0.778,0.115,0.0444,POSITIVE,positive
14/11/2022,Ronnie O'Sullivan says he feels 'unbreakable' after beating Wales' Matthew Stevens 6-2 in the first-round of the UK Championship in York.,0.12,0.763,0.116,-0.0258,NEGATIVE,negative
14/11/2022,The leaders of the US and China strike a conciliatory tone in their first in-person talks for years.,0.086,0.914,0,-0.128,NEGATIVE,negative
14/11/2022,"Match of the Day 2's Jermaine Jenas and Jermain Defoe discuss Cristiano Ronaldo's future at Manchester United after he said in an interview he felt ""betrayed"" by the club.",0,0.909,0.091,0.4215,POSITIVE,positive
14/11/2022,Watch highlights as England's hopes of reaching a first Women's Rugby League World Cup were dashed by a 20-6 loss to a powerful New Zealand team in York.,0.075,0.684,0.241,0.6249,POSITIVE,positive
14/11/2022,Scotland survive a stunning reply from Deyna Castellanos to beat Venezuela in their first full international since their World Cup play-off defeat.,0.122,0.772,0.106,-0.1027,NEGATIVE,negative
14/11/2022,New research shows the BBC may have launched in London but Manchester played a big role in many early shows.,0,0.796,0.204,0.5187,POSITIVE,positive
14/11/2022,A bigger rebate under the Warm Home Discount begins but concerns remain some are missing out.,0.162,0.754,0.084,-0.3291,NEGATIVE,negative
14/11/2022,"With the World Cup set to begin in Qatar, BBC sports editor Dan Roan looks at why the tournament is so controversial.",0.101,0.899,0,-0.3327,NEGATIVE,negative
15/11/2022,"The ex-first lady tells the BBC about her negative thoughts about her appearance and ""fearful mind"".",0.33,0.67,0,-0.7845,NEGATIVE,negative
15/11/2022,Dahir's brother died of hunger. Now two of his sisters are fighting sickness and malnutrition in Somalia.,0.367,0.633,0,-0.7964,NEGATIVE,negative
15/11/2022,Experts have complained for decades that millions are living in sub-standard or dangerous accommodation.,0.326,0.674,0,-0.7003,NEGATIVE,negative
